PLZ,GPLZ,Canton
8841,8841,SZ
8842,8842,SZ
8843,8843,SZ
8844,8844,SZ
8845,8845,SZ
8846,8846,SZ
8847,8847,SZ
8849,8849,SZ
8852,8852,SZ
8853,8853,SZ
8854,8854,SZ
8855,8855,SZ
8856,8856,SZ
8857,8857,SZ
8858,8858,SZ
8862,8862,SZ
8863,8863,SZ
8864,8864,SZ
8865,8865,GL
8866,8866,GL
8867,8867,GL
8868,8868,GL
8870,8870,GL
8872,8872,SG
8873,8873,SG
8874,8874,GL
8877,8877,SG
8878,8878,SG
8879,8879,SG
8880,8880,SG
8881,8881,SG
8882,8882,SG
8883,8883,SG
8884,8884,SG
8885,8885,SG
8886,8886,SG
8887,8887,SG
8888,8888,SG
8889,8889,SG
8890,8890,SG
8892,8892,SG
8893,8893,SG
8894,8894,SG
8895,8895,SG
8896,8896,SG
8897,8897,SG
8898,8898,SG
8901,8901,ZH
8902,8902,ZH
8903,8903,ZH
8904,8904,ZH
8905,8905,AG
8906,8906,ZH
8907,8907,ZH
8908,8908,ZH
8909,8909,ZH
8910,8910,ZH
8911,8911,ZH
8912,8912,ZH
8913,8913,ZH
8914,8914,ZH
8915,8915,ZH
8916,8916,AG
8917,8917,AG
8918,8918,AG
8919,8919,AG
8920,8920,ZH
8925,8925,ZH
8926,8926,ZH
8930,8930,ZH
8932,8932,ZH
8933,8933,ZH
8934,8934,ZH
8940,8940,ZH
8942,8942,ZH
8951,8951,ZH
8952,8952,ZH
8953,8953,ZH
8954,8954,ZH
8955,8955,ZH
8956,8956,AG
8957,8957,AG
8962,8962,AG
8964,8964,AG
8965,8965,AG
8966,8966,AG
8967,8967,AG
8970,8970,ZH
9016,9000,SG
9011,9000,SG
9004,9000,SG
9008,9000,SG
9020,9000,SG
9001,9000,SG
9000,9000,SG
9014,9000,SG
9015,9000,SG
9026,9000,SG
9013,9000,SG
9006,9000,SG
9028,9000,SG
9027,9000,SG
9024,9000,SG
9007,9000,SG
9012,9000,SG
9010,9000,SG
9029,9000,SG
9021,9021,SG
9023,9023,SG
9030,9030,SG
9032,9032,SG
9033,9033,SG
9034,9034,SG
9035,9035,AR
9036,9036,SG
9037,9037,AR
9038,9038,AR
9042,9042,AR
9043,9043,AR
9044,9044,AR
9050,9050,AI
9052,9052,AR
9053,9053,AR
9054,9054,AI
9055,9055,AR
9056,9056,AR
9057,9057,AI
9058,9058,AI
9062,9062,AR
9063,9063,AR
9064,9064,AR
9100,9100,AR
9102,9100,AR
9103,9103,AR
9104,9104,AR
9105,9105,AR
9107,9107,AR
9108,9108,AI
9112,9112,AR
9113,9113,SG
9114,9114,SG
9115,9115,SG
9116,9116,SG
9122,9122,SG
9123,9123,SG
9125,9125,SG
9126,9126,SG
9127,9127,SG
9200,9200,SG
9201,9200,SG
9203,9203,SG
9204,9204,SG
9205,9205,SG
9212,9212,SG
9213,9213,TG
9214,9214,TG
9215,9215,TG
9216,9216,TG
9217,9217,TG
9220,9220,TG
9223,9223,TG
9225,9225,TG
9230,9230,SG
9231,9231,SG
9240,9240,SG
9242,9242,SG
9243,9243,SG
9244,9244,SG
9245,9245,SG
9246,9246,SG
9247,9247,SG
9248,9248,SG
9249,9249,SG
9300,9300,SG
9301,9301,SG
9304,9304,SG
9305,9305,SG
9306,9306,TG
9308,9308,SG
9312,9312,SG
9313,9313,SG
9314,9314,TG
9315,9315,TG
9320,9320,TG
9322,9322,TG
9323,9323,SG
9325,9325,TG
9326,9326,TG
9327,9327,SG
9400,9400,SG
9401,9401,SG
9402,9402,SG
9403,9403,SG
9404,9404,SG
9405,9405,AR
9410,9410,AR
9411,9411,AR
9413,9413,AI
9422,9422,SG
9423,9423,SG
9424,9424,SG
9425,9425,SG
9426,9426,AR
9427,9427,AR
9428,9428,AR
9430,9430,SG
9434,9434,SG
9435,9435,SG
9436,9436,SG
9437,9437,SG
9442,9442,SG
9442,9442,AI
9443,9443,SG
9444,9444,SG
9445,9445,SG
9450,9450,SG
9451,9451,SG
9452,9452,SG
9453,9453,SG
9462,9462,SG
9463,9463,SG
9464,9464,SG
9465,9465,SG
9466,9466,SG
9467,9467,SG
9468,9468,SG
9469,9469,SG
9470,9470,SG
9471,9470,SG
9472,9472,SG
9473,9473,SG
9475,9475,SG
9476,9476,SG
9477,9477,SG
9478,9478,SG
9479,9479,SG
9485,9485,FL
9486,9486,FL
9487,9487,FL
9488,9488,FL
9489,9489,FL
9490,9490,FL
9491,9491,FL
9492,9492,FL
9493,9493,FL
9494,9494,FL
9495,9495,FL
9496,9496,FL
9497,9497,FL
9498,9498,FL
9500,9500,SG
9501,9500,SG
9502,9502,TG
9503,9503,TG
9504,9504,TG
9506,9506,TG
9507,9507,TG
9508,9508,TG
9512,9512,SG
9514,9514,TG
9515,9515,TG
9517,9517,TG
9523,9523,SG
9524,9524,SG
9525,9525,SG
9526,9526,SG
9527,9527,SG
9532,9532,TG
9533,9533,SG
9534,9534,SG
9535,9535,TG
9536,9536,SG
9542,9542,TG
9543,9543,TG
9545,9545,TG
9546,9546,TG
9547,9547,TG
9548,9548,TG
9552,9552,SG
9553,9553,TG
9554,9554,TG
9555,9555,TG
9556,9556,TG
9562,9562,TG
9565,9565,TG
9573,9573,TG
9601,9601,SG
9602,9602,SG
9604,9604,SG
9606,9606,SG
9607,9607,SG
9608,9608,SG
9612,9612,SG
9613,9613,SG
9614,9614,SG
9615,9615,SG
9620,9620,SG
9621,9621,SG
9622,9622,SG
9630,9630,SG
9631,9631,SG
9633,9633,SG
9642,9642,SG
9643,9643,SG
9650,9650,SG
9651,9651,SG
9652,9652,SG
9655,9655,SG
9656,9656,SG
9657,9657,SG
9658,9658,SG
